6 -2.1195 -36.8739153956 -0.0011785239 -0.0016759091 0.3345115239 0.6683429091
8 -2.0971 -36.8632873028 -0.0006483107 -0.0016105856 0.3339813107 0.6682775856
10 -2.1519 -36.8503594465 0.0004880748 -0.0011654227 0.3328449252 0.6678324227
12 -2.3267 -36.8355550270 0.0021904739 -0.0004398841 0.3311425261 0.6671068841
14 -2.4219 -36.8192814873 0.0045685957 0.0006515887 0.3287644043 0.6660154113
16 -2.3893 -36.8019802721 0.0075785127 0.0019938710 0.3257544873 0.6646731290
18 -2.4297 -36.7840698388 0.0113703949 0.0036290221 0.3219626051 0.6630379779
